KPI,Unit,Min,Max
hssf_5020a,hssf_5020,#/s,0,
hssf_5021a,hssf_5021,#/s,0,
hssf_5022a,hssf_5022,#/s,0,
isbc_1a,isbc_1,#,0,
isbc_3a,isbc_3,#,0,
isbc_5a,isbc_5,#,0,
isbc_6a,isbc_6,%,0,100
isbc_8a,isbc_8,%,0,100
isbc_8b,isbc_8,%,0,100
isbc_9a,isbc_9,ms,0,
isbc_11a,isbc_11,%,0,100
isbc_11b,isbc_11,%,0,100
isbc_12a,isbc_12,%,0,100
isbc_12b,isbc_12,%,0,100
isbc_14a,isbc_14,%,0,100
isbc_15a,isbc_15,%,0,100
isbc_15b,isbc_15,%,0,100
isbc_16a,isbc_16,%,0,100
isbc_16b,isbc_16,%,0,100
isbc_17a,isbc_17,%,0,100
isbc_17b,isbc_17,%,0,100
isbc_18a,isbc_18,%,0,100
isbc_18b,isbc_18,%,0,100
isbc_19a,isbc_19,%,0,100
isbc_19b,isbc_19,%,0,100
isbc_22a,isbc_22,%,0,100
isbc_23a,isbc_23,%,0,100
isbc_25a,isbc_25,ms,0,
isbc_26a,isbc_26,#,0,
isbc_27a,isbc_27,%,0,100
isbc_28a,isbc_28,ms,0,
isbc_29a,isbc_29,s,0,
isbc_30a,isbc_30,#,0,
isbc_31a,isbc_31,%,0,100
isbc_32a,isbc_32,#,0,
isbc_33a,isbc_33,%,0,100
isbc_34a,isbc_34,%,0,100
isbc_35a,isbc_35,%,0,100
isbc_36a,isbc_36,%,0,100
isbc_37a,isbc_37,%,0,100
isbc_38a,isbc_38,%,0,100
isbc_39a,isbc_39,%,0,100
isbc_40a,isbc_40,%,0,100
isbc_41a,isbc_41,#,0,
isbc_42a,isbc_42,%,0,100
isbc_43a,isbc_43,ms,0,
isbc_44a,isbc_44,s,0,
isbc_45a,isbc_45,#,0,
isbc_46a,isbc_46,%,0,100
isbc_47a,isbc_47,#,0,
isbc_48a,isbc_48,%,0,100
isbc_49a,isbc_49,%,0,100
isbc_50a,isbc_50,%,0,100
isbc_51a,isbc_51,%,0,100
isbc_52a,isbc_52,%,0,100
isbc_53a,isbc_53,%,0,100
isbc_54a,isbc_54,%,0,100
isbc_55a,isbc_55,%,0,100
isbc_56a,isbc_56,%,0,100
isbc_57a,isbc_57,%,0,100
isbc_58a,isbc_58,#,0,
isbc_59a,isbc_59,%,0,100
isbc_60a,isbc_60,#,0,
isbc_61a,isbc_61,%,0,100
isbc_62a,isbc_62,#,0,
isbc_63a,isbc_63,%,0,100
isbc_64a,isbc_64,%,0,100
isbc_65a,isbc_65,%,0,100
isbc_66a,isbc_66,%,0,100
isbc_67a,isbc_67,%,0,100
lte_3a,lte_3,#,0,
lte_4a,lte_4,#,0,
lte_5a,lte_5,%,0,100
lte_6a,lte_6,#,0,
lte_7a,lte_7,%,0,100
lte_8a,lte_8,#,0,
lte_9a,lte_9,#,0,
lte_11a,lte_11,#,0,
lte_13a,lte_13,%,0,100
lte_14a,lte_14,%,0,100
lte_32a,lte_32,#,0,
lte_33a,lte_33,#,0,
lte_34a,lte_34,#,0,
lte_47a,lte_47,%,0,100
lte_70a,lte_70,%,0,100
lte_71a,lte_71,%,0,100
lte_77a,lte_77,#,0,
lte_79a,lte_79,MB,0,
lte_80a,lte_80,MB,0,
lte_81a,lte_81,MB,0,
lte_82a,lte_82,MB,0,
lte_83a,lte_83,MB,0,
lte_85a,lte_85,MB,0,
lte_86a,lte_86,MB,0,
lte_87a,lte_87,MB,0,
lte_88a,lte_88,MB,0,
lte_89a,lte_89,MB,0,
lte_91a,lte_91,%,0,100
lte_92a,lte_92,%,0,100
lte_93a,lte_93,%,0,100
lte_94a,lte_94,%,0,100
lte_95a,lte_95,%,0,100
lte_97a,lte_97,MB,0,
lte_98a,lte_98,MB,0,
lte_99a,lte_99,MB,0,
lte_100a,lte_100,MB,0,
lte_101a,lte_101,MB,0,
lte_103a,lte_103,#,0,
lte_104a,lte_104,#,0,
lte_105a,lte_105,#,0,
lte_106a,lte_106,#,0,
lte_107a,lte_107,#,0,
lte_122a,lte_122,MB,0,
lte_123a,lte_123,MB,0,
lte_126a,lte_126,%,0,100
lte_127a,lte_127,%,0,100
lte_128a,lte_128,#,0,
lte_129a,lte_129,#,0,
lte_130a,lte_130,#,0,
lte_131a,lte_131,#,0,
lte_141a,lte_141,%,0,100
lte_142a,lte_142,%,0,100
lte_143a,lte_143,%,0,100
lte_144a,lte_144,%,0,100
lte_145a,lte_145,%,0,100
lte_146a,lte_146,%,0,100
lte_147a,lte_147,%,0,100
lte_148a,lte_148,%,0,100
lte_149a,lte_149,%,0,100
lte_150a,lte_150,%,0,100
lte_151a,lte_151,%,0,100
lte_152a,lte_152,%,0,100
lte_153a,lte_153,%,0,100
lte_154a,lte_154,%,0,100
lte_155a,lte_155,%,0,100
lte_156a,lte_156,%,0,100
lte_157a,lte_157,%,0,100
lte_158a,lte_158,%,0,100
lte_159a,lte_159,%,0,100
lte_160a,lte_160,%,0,100
lte_161a,lte_161,%,0,100
lte_162a,lte_162,%,0,100
lte_163a,lte_163,%,0,100
lte_164a,lte_164,%,0,100
lte_165a,lte_165,%,0,100
lte_166a,lte_166,%,0,100
lte_167a,lte_167,%,0,100
lte_168a,lte_168,%,0,100
lte_169a,lte_169,%,0,100
lte_170a,lte_170,%,0,100
lte_172a,lte_172,%,0,100
lte_173a,lte_173,%,0,100
lte_207a,lte_207,%,0,100
lte_251a,lte_251,%,0,100
lte_252a,lte_252,%,0,100
lte_253a,lte_253,%,0,100
lte_254a,lte_254,%,0,100
lte_255a,lte_255,%,0,100
lte_256a,lte_256,%,0,100
lte_257a,lte_257,%,0,100
lte_258a,lte_258,%,0,100
lte_259a,lte_259,%,0,100
lte_260a,lte_260,%,0,100
lte_261a,lte_261,%,0,100
lte_262a,lte_262,%,0,100
lte_263a,lte_263,%,0,100
lte_264a,lte_264,%,0,100
lte_265a,lte_265,%,0,100
lte_266a,lte_266,%,0,100
lte_267a,lte_267,%,0,100
lte_268a,lte_268,%,0,100
lte_269a,lte_269,%,0,100
lte_270a,lte_270,%,0,100
lte_280a,lte_280,MB,0,
lte_282a,lte_282,MB,0,
lte_397a,lte_397,MB,0,
lte_398a,lte_398,MB,0,
lte_399a,lte_399,MB,0,
lte_402a,lte_402,MB,0,
lte_403a,lte_403,MB,0,
lte_404a,lte_404,MB,0,
lte_405a,lte_405,MB,0,
lte_406a,lte_406,MB,0,
lte_407a,lte_407,MB,0,
lte_408a,lte_408,MB,0,
lte_409a,lte_409,%,0,100
lte_410a,lte_410,%,0,100
lte_411a,lte_411,#,0,
lte_412a,lte_412,#,0,
lte_413a,lte_413,#,0,
lte_414a,lte_414,#,0,
lte_415a,lte_415,#,0,
lte_416a,lte_416,#,0,
lte_417a,lte_417,#,0,
lte_418a,lte_418,#,0,
lte_419a,lte_419,#,0,
lte_420a,lte_420,#,0,
lte_421a,lte_421,#,0,
lte_422a,lte_422,#,0,
lte_423a,lte_423,#,0,
lte_424a,lte_424,#,0,
lte_425a,lte_425,#,0,
lte_426a,lte_426,#,0,
lte_430a,lte_430,#,0,
lte_431a,lte_431,#,0,
lte_433a,lte_433,%,0,100
lte_434a,lte_434,%,0,100
lte_435a,lte_435,%,0,100
lte_436a,lte_436,%,0,100
lte_437a,lte_437,#,0,
lte_438a,lte_438,#,0,
lte_439a,lte_439,dBm,,
lte_440a,lte_440,dBm,,
lte_442a,lte_442,dBm,,
lte_443a,lte_443,dBm,,
lte_445a,lte_445,#,0,
lte_446a,lte_446,#,0,
lte_447a,lte_447,#,0,
lte_448a,lte_448,#,0,
lte_449a,lte_449,#,0,
lte_450a,lte_450,#,0,
lte_451a,lte_451,#,0,
lte_452a,lte_452,#,0,
lte_453a,lte_453,#,0,
lte_454a,lte_454,#,0,
lte_455a,lte_455,#,0,
lte_456a,lte_456,#,0,
lte_457a,lte_457,#,0,
lte_458a,lte_458,#,0,
lte_459a,lte_459,#,0,
lte_460a,lte_460,#,0,
lte_461a,lte_461,#,0,
lte_462a,lte_462,#,0,
lte_463a,lte_463,#,0,
lte_464a,lte_464,#,0,
lte_465a,lte_465,#,0,
lte_466a,lte_466,#,0,
lte_467a,lte_467,#,0,
lte_468a,lte_468,#,0,
lte_469a,lte_469,#,0,
lte_470a,lte_470,#,0,
lte_471a,lte_471,#,0,
lte_472a,lte_472,#,0,
lte_473a,lte_473,#,0,
lte_474a,lte_474,#,0,
lte_475a,lte_475,#,0,
lte_476a,lte_476,#,0,
lte_477a,lte_477,#,0,
lte_478a,lte_478,#,0,
lte_479a,lte_479,#,0,
lte_480a,lte_480,#,0,
lte_481a,lte_481,#,0,
lte_482a,lte_482,#,0,
lte_483a,lte_483,#,0,
lte_484a,lte_484,#,0,
lte_485a,lte_485,#,0,
lte_486a,lte_486,#,0,
lte_487a,lte_487,#,0,
lte_488a,lte_488,#,0,
lte_501a,lte_501,#,0,
lte_502a,lte_502,#,0,
lte_503a,lte_503,#,0,
lte_504a,lte_504,#,0,
lte_505a,lte_505,#,0,
lte_506a,lte_506,#,0,
lte_507a,lte_507,#,0,
lte_508a,lte_508,#,0,
lte_509a,lte_509,#,0,
lte_510a,lte_510,#,0,
lte_511a,lte_511,#,0,
lte_512a,lte_512,#,0,
lte_513a,lte_513,#,0,
lte_514a,lte_514,#,0,
lte_515a,lte_515,#,0,
lte_516a,lte_516,#,0,
lte_517a,lte_517,#,0,
lte_518a,lte_518,#,0,
lte_519a,lte_519,#,0,
lte_520a,lte_520,#,0,
lte_521a,lte_521,#,0,
lte_522a,lte_522,#,0,
lte_523a,lte_523,#,0,
lte_524a,lte_524,#,0,
lte_525a,lte_525,#,0,
lte_526a,lte_526,#,0,
lte_527a,lte_527,#,0,
lte_528a,lte_528,#,0,
lte_529a,lte_529,#,0,
lte_530a,lte_530,#,0,
lte_531a,lte_531,#,0,
lte_532a,lte_532,#,0,
lte_537a,lte_537,%,0,100
lte_538a,lte_538,%,0,100
lte_542a,lte_542,dB,,
lte_543a,lte_543,dB,,
lte_544a,lte_544,dB,,
lte_567a,lte_567,#,0,
lte_568a,lte_568,#,0,
lte_569a,lte_569,#,0,
lte_570a,lte_570,#,0,
lte_571a,lte_571,#,0,
lte_572a,lte_572,#,0,
lte_573a,lte_573,#,0,
lte_574a,lte_574,#,0,
lte_575a,lte_575,#,0,
lte_576a,lte_576,#,0,
lte_577a,lte_577,#,0,
lte_578a,lte_578,#,0,
lte_579a,lte_579,#,0,
lte_580a,lte_580,#,0,
lte_581a,lte_581,#,0,
lte_582a,lte_582,#,0,
lte_583a,lte_583,#,0,
lte_584a,lte_584,#,0,
lte_585a,lte_585,#,0,
lte_586a,lte_586,#,0,
lte_587a,lte_587,#,0,
lte_588a,lte_588,#,0,
lte_592a,lte_592,%,0,100
lte_593a,lte_593,%,0,100
lte_594a,lte_594,%,0,100
lte_595a,lte_595,%,0,100
lte_596a,lte_596,%,0,100
lte_661a,lte_661,%,0,100
lte_665a,lte_665,MB,0,
lte_666a,lte_666,MB,0,
lte_667a,lte_667,MB,0,
lte_668a,lte_668,MB,0,
lte_669a,lte_669,MB,0,
lte_671a,lte_671,MB,0,
lte_672a,lte_672,MB,0,
lte_673a,lte_673,MB,0,
lte_674a,lte_674,MB,0,
lte_675a,lte_675,MB,0,
lte_677a,lte_677,%,0,100
lte_678a,lte_678,%,0,100
lte_679a,lte_679,%,0,100
lte_680a,lte_680,%,0,100
lte_681a,lte_681,%,0,100
lte_683a,lte_683,MB,0,
lte_684a,lte_684,MB,0,
lte_685a,lte_685,MB,0,
lte_686a,lte_686,MB,0,
lte_687a,lte_687,MB,0,
lte_689a,lte_689,#,0,
lte_690a,lte_690,#,0,
lte_691a,lte_691,#,0,
lte_692a,lte_692,#,0,
lte_693a,lte_693,#,0,
lte_706a,lte_706,%,0,100
lte_707a,lte_707,%,0,100
lte_708a,lte_708,%,0,100
lte_713a,lte_713,#,0,
lte_714a,lte_714,kB,0,
lte_715a,lte_715,#,0,
lte_720a,lte_720,#,0,
lte_68a,lte_68,Mb/s,0,
lte_69a,lte_69,Mb/s,0,
lte_74a,lte_74,Mb/s,0,
lte_75a,lte_75,Mb/s,0,
lte_109a,lte_109,Mb/s,0,
lte_110a,lte_110,Mb/s,0,
lte_111a,lte_111,Mb/s,0,
lte_112a,lte_112,Mb/s,0,
lte_113a,lte_113,Mb/s,0,
lte_115a,lte_115,Mb/s,0,
lte_116a,lte_116,Mb/s,0,
lte_117a,lte_117,Mb/s,0,
lte_118a,lte_118,Mb/s,0,
lte_119a,lte_119,Mb/s,0,
lte_124a,lte_124,Mb/s,0,
lte_125a,lte_125,Mb/s,0,
lte_695a,lte_695,Mb/s,0,
lte_696a,lte_696,Mb/s,0,
lte_697a,lte_697,Mb/s,0,
lte_698a,lte_698,Mb/s,0,
lte_699a,lte_699,Mb/s,0,
lte_701a,lte_701,Mb/s,0,
lte_702a,lte_702,Mb/s,0,
lte_703a,lte_703,Mb/s,0,
lte_704a,lte_704,Mb/s,0,
lte_705a,lte_705,Mb/s,0,
lte_731a,lte_731,%,0,100
lte_732a,lte_732,%,0,100
lte_733a,lte_733,%,0,100
lte_734a,lte_734,%,0,100
lte_735a,lte_735,%,0,100
lte_736a,lte_736,%,0,100
lte_539a,lte_539,dB,,
lte_540a,lte_540,dB,,
lte_545a,lte_545,#,0,
lte_546a,lte_546,#,0,
lte_547a,lte_547,#,0,
lte_548a,lte_548,#,0,
lte_549a,lte_549,#,0,
lte_550a,lte_550,#,0,
lte_551a,lte_551,#,0,
lte_552a,lte_552,#,0,
lte_553a,lte_553,#,0,
lte_554a,lte_554,#,0,
lte_555a,lte_555,#,0,
lte_556a,lte_556,#,0,
lte_557a,lte_557,#,0,
lte_558a,lte_558,#,0,
lte_559a,lte_559,#,0,
lte_560a,lte_560,#,0,
lte_561a,lte_561,#,0,
lte_562a,lte_562,#,0,
lte_563a,lte_563,#,0,
lte_564a,lte_564,#,0,
lte_565a,lte_565,#,0,
lte_566a,lte_566,#,0,
lte_589a,lte_589,%,0,100
lte_590a,lte_590,%,0,100
lte_591a,lte_591,%,0,100
lte_37a,lte_37,%,0,100
lte_39a,lte_39,%,0,100
lte_40a,lte_40,%,0,100
lte_51a,lte_51,%,0,100
lte_54a,lte_54,%,0,100
lte_750a,lte_750,#,0,
lte_751a,lte_751,#,0,
lte_752a,lte_752,#,0,
lte_755a,lte_755,%,0,100
lte_772a,lte_772,%,0,100
lte_773a,lte_773,%,0,100
lte_774a,lte_774,%,0,100
lte_775a,lte_775,%,0,100
lte_776a,lte_776,%,0,100
lte_777a,lte_777,%,0,100
lte_778a,lte_778,%,0,100
lte_779a,lte_779,%,0,100
lte_781a,lte_781,%,0,100
lte_782a,lte_782,%,0,100
lte_785a,lte_785,%,0,100
lte_227a,lte_227,%,0,100
lte_228a,lte_228,%,0,100
lte_229a,lte_229,%,0,100
lte_230a,lte_230,%,0,100
lte_231a,lte_231,%,0,100
lte_233a,lte_233,%,0,100
lte_234a,lte_234,%,0,100
lte_894a,lte_894,%,0,100
lte_895a,lte_895,%,0,100
lte_896a,lte_896,%,0,100
lte_952a,lte_952,kb/s,0,
lte_953a,lte_953,kb/s,0,
lte_954a,lte_954,kb/s,0,
lte_955a,lte_955,kb/s,0,
lte_956a,lte_956,kb/s,0,
lte_957a,lte_957,kb/s,0,
lte_958a,lte_958,kb/s,0,
lte_959a,lte_959,kb/s,0,
lte_960a,lte_960,kb/s,0,
lte_961a,lte_961,kb/s,0,
lte_962a,lte_962,kb/s,0,
lte_963a,lte_963,kb/s,0,
lte_964a,lte_964,kb/s,0,
lte_965a,lte_965,kb/s,0,
lte_966a,lte_966,kb/s,0,
lte_967a,lte_967,kb/s,0,
lte_968a,lte_968,kb/s,0,
lte_969a,lte_969,kb/s,0,
lte_970a,lte_970,kb/s,0,
lte_971a,lte_971,kb/s,0,
lte_972a,lte_972,kb/s,0,
lte_973a,lte_973,kb/s,0,
lte_974a,lte_974,kb/s,0,
lte_975a,lte_975,kb/s,0,
lte_66a,lte_66,MB,0,
lte_67a,lte_67,MB,0,
lte_66b,lte_66,MB,0,
lte_67b,lte_67,MB,0,
lte_980a,lte_980,%,0,100
lte_981a,lte_981,%,0,100
lte_982a,lte_982,%,0,100
lte_983a,lte_983,%,0,100
lte_786a,lte_786,Mb/s,0,
lte_787a,lte_787,Mb/s,0,
lte_788a,lte_788,Mb/s,0,
lte_789a,lte_789,Mb/s,0,
lte_786b,lte_786,Mb/s,0,
lte_787b,lte_787,Mb/s,0,
lte_788b,lte_788,Mb/s,0,
lte_789b,lte_789,Mb/s,0,
lte_31a,lte_31,%,0,100
lte_35a,lte_35,%,0,100
lte_36a,lte_36,%,0,100
lte_38a,lte_38,%,0,100
lte_41a,lte_41,%,0,100
lte_42a,lte_42,%,0,100
lte_43a,lte_43,%,0,100
lte_48a,lte_48,%,0,100
lte_49a,lte_49,%,0,100
lte_50a,lte_50,%,0,100
lte_52a,lte_52,%,0,100
lte_53a,lte_53,%,0,100
lte_55a,lte_55,%,0,100
lte_56a,lte_56,%,0,100
lte_57a,lte_57,%,0,100
lte_58a,lte_58,%,0,100
lte_72a,lte_72,MB,0,
lte_73a,lte_73,MB,0,
lte_76a,lte_76,%,0,100
lte_121a,lte_121,%,0,100
lte_138a,lte_138,%,0,100
lte_140a,lte_140,%,0,100
lte_174a,lte_174,%,0,100
lte_174b,lte_174,%,0,100
lte_175a,lte_175,%,0,100
lte_175b,lte_175,%,0,100
lte_176a,lte_176,%,0,100
lte_176b,lte_176,%,0,100
lte_177a,lte_177,%,0,100
lte_177b,lte_177,%,0,100
lte_178a,lte_178,%,0,100
lte_178b,lte_178,%,0,100
lte_179a,lte_179,%,0,100
lte_179b,lte_179,%,0,100
lte_180a,lte_180,%,0,100
lte_180b,lte_180,%,0,100
lte_181a,lte_181,%,0,100
lte_181b,lte_181,%,0,100
lte_182a,lte_182,%,0,100
lte_182b,lte_182,%,0,100
lte_183a,lte_183,%,0,100
lte_183b,lte_183,%,0,100
lte_184a,lte_184,%,0,100
lte_184b,lte_184,%,0,100
lte_185a,lte_185,%,0,100
lte_185b,lte_185,%,0,100
lte_186a,lte_186,%,0,100
lte_186b,lte_186,%,0,100
lte_187a,lte_187,%,0,100
lte_187b,lte_187,%,0,100
lte_188a,lte_188,%,0,100
lte_188b,lte_188,%,0,100
lte_189a,lte_189,%,0,100
lte_189b,lte_189,%,0,100
lte_190a,lte_190,%,0,100
lte_190b,lte_190,%,0,100
lte_191a,lte_191,%,0,100
lte_191b,lte_191,%,0,100
lte_192a,lte_192,%,0,100
lte_192b,lte_192,%,0,100
lte_193a,lte_193,%,0,100
lte_193b,lte_193,%,0,100
lte_194a,lte_194,%,0,100
lte_194b,lte_194,%,0,100
lte_195a,lte_195,%,0,100
lte_195b,lte_195,%,0,100
lte_196a,lte_196,%,0,100
lte_196b,lte_196,%,0,100
lte_197a,lte_197,%,0,100
lte_197b,lte_197,%,0,100
lte_198a,lte_198,%,0,100
lte_198b,lte_198,%,0,100
lte_199a,lte_199,%,0,100
lte_199b,lte_199,%,0,100
lte_200a,lte_200,%,0,100
lte_200b,lte_200,%,0,100
lte_201a,lte_201,%,0,100
lte_201b,lte_201,%,0,100
lte_202a,lte_202,%,0,100
lte_202b,lte_202,%,0,100
lte_204a,lte_204,%,0,100
lte_205a,lte_205,%,0,100
lte_208a,lte_208,%,0,100
lte_209a,lte_209,%,0,100
lte_210a,lte_210,%,0,100
lte_211a,lte_211,%,0,100
lte_212a,lte_212,%,0,100
lte_213a,lte_213,%,0,100
lte_214a,lte_214,%,0,100
lte_215a,lte_215,%,0,100
lte_216a,lte_216,%,0,100
lte_217a,lte_217,%,0,100
lte_218a,lte_218,%,0,100
lte_219a,lte_219,%,0,100
lte_220a,lte_220,%,0,100
lte_221a,lte_221,%,0,100
lte_222a,lte_222,%,0,100
lte_223a,lte_223,%,0,100
lte_224a,lte_224,%,0,100
lte_225a,lte_225,%,0,100
lte_226a,lte_226,%,0,100
lte_232a,lte_232,%,0,100
lte_239b,lte_239,#,0,
lte_242b,lte_242,#,0,
lte_245b,lte_245,#,0,
lte_248b,lte_248,#,0,
lte_273a,lte_273,#,0,
lte_276a,lte_276,#,0,
lte_277a,lte_277,MB,0,
lte_278a,lte_278,MB,0,
lte_279a,lte_279,MB,0,
lte_281a,lte_281,MB,0,
lte_283a,lte_283,MB,0,
lte_322a,lte_322,%,0,100
lte_322b,lte_322,%,0,100
lte_323a,lte_323,%,0,100
lte_323b,lte_323,%,0,100
lte_324a,lte_324,%,0,100
lte_324b,lte_324,%,0,100
lte_325a,lte_325,%,0,100
lte_325b,lte_325,%,0,100
lte_326a,lte_326,%,0,100
lte_326b,lte_326,%,0,100
lte_327a,lte_327,%,0,100
lte_327b,lte_327,%,0,100
lte_328a,lte_328,%,0,100
lte_328b,lte_328,%,0,100
lte_329a,lte_329,%,0,100
lte_329b,lte_329,%,0,100
lte_330a,lte_330,%,0,100
lte_330b,lte_330,%,0,100
lte_331a,lte_331,%,0,100
lte_331b,lte_331,%,0,100
lte_332a,lte_332,%,0,100
lte_332b,lte_332,%,0,100
lte_333a,lte_333,%,0,100
lte_333b,lte_333,%,0,100
lte_334a,lte_334,%,0,100
lte_334b,lte_334,%,0,100
lte_335a,lte_335,%,0,100
lte_335b,lte_335,%,0,100
lte_336a,lte_336,%,0,100
lte_336b,lte_336,%,0,100
lte_337a,lte_337,%,0,100
lte_337b,lte_337,%,0,100
lte_338a,lte_338,%,0,100
lte_338b,lte_338,%,0,100
lte_339a,lte_339,%,0,100
lte_339b,lte_339,%,0,100
lte_340a,lte_340,%,0,100
lte_340b,lte_340,%,0,100
lte_341a,lte_341,%,0,100
lte_341b,lte_341,%,0,100
lte_342a,lte_342,%,0,100
lte_342b,lte_342,%,0,100
lte_343a,lte_343,%,0,100
lte_343b,lte_343,%,0,100
lte_344a,lte_344,%,0,100
lte_344b,lte_344,%,0,100
lte_345a,lte_345,%,0,100
lte_345b,lte_345,%,0,100
lte_346a,lte_346,%,0,100
lte_346b,lte_346,%,0,100
lte_347a,lte_347,%,0,100
lte_347b,lte_347,%,0,100
lte_348a,lte_348,%,0,100
lte_348b,lte_348,%,0,100
lte_349a,lte_349,%,0,100
lte_349b,lte_349,%,0,100
lte_350a,lte_350,%,0,100
lte_350b,lte_350,%,0,100
lte_372a,lte_372,%,0,100
lte_373a,lte_373,%,0,100
lte_374a,lte_374,%,0,100
lte_375a,lte_375,%,0,100
lte_376a,lte_376,%,0,100
lte_377a,lte_377,%,0,100
lte_378a,lte_378,%,0,100
lte_379a,lte_379,%,0,100
lte_380a,lte_380,%,0,100
lte_381a,lte_381,%,0,100
lte_382a,lte_382,%,0,100
lte_383a,lte_383,%,0,100
lte_384a,lte_384,%,0,100
lte_385a,lte_385,%,0,100
lte_386a,lte_386,%,0,100
lte_387a,lte_387,%,0,100
lte_388a,lte_388,%,0,100
lte_389a,lte_389,%,0,100
lte_390a,lte_390,%,0,100
lte_391a,lte_391,%,0,100
lte_392a,lte_392,%,0,100
lte_432a,lte_432,#,0,
lte_441a,lte_441,dBm,,
lte_444a,lte_444,dBm,,
lte_495a,lte_495,%,0,100
lte_496a,lte_496,%,0,100
lte_497a,lte_497,%,0,100
lte_498a,lte_498,%,0,100
lte_499a,lte_499,%,0,100
lte_500a,lte_500,%,0,100
lte_533a,lte_533,#,0,
lte_541a,lte_541,dB,,
lte_662a,lte_662,MB,0,
lte_663a,lte_663,MB,0,
lte_710a,lte_710,%,0,100
lte_711a,lte_711,%,0,100
lte_712a,lte_712,%,0,100
lte_807a,lte_807,%,0,100
lte_807b,lte_807,%,0,100
lte_808a,lte_808,%,0,100
lte_808b,lte_808,%,0,100
lte_809a,lte_809,%,0,100
lte_809b,lte_809,%,0,100
lte_810a,lte_810,%,0,100
lte_810b,lte_810,%,0,100
lte_811a,lte_811,%,0,100
lte_811b,lte_811,%,0,100
lte_812a,lte_812,%,0,100
lte_812b,lte_812,%,0,100
lte_813a,lte_813,%,0,100
lte_813b,lte_813,%,0,100
lte_814a,lte_814,%,0,100
lte_814b,lte_814,%,0,100
lte_815a,lte_815,%,0,100
lte_815b,lte_815,%,0,100
lte_816a,lte_816,%,0,100
lte_816b,lte_816,%,0,100
lte_817a,lte_817,%,0,100
lte_817b,lte_817,%,0,100
lte_818a,lte_818,%,0,100
lte_818b,lte_818,%,0,100
lte_819a,lte_819,%,0,100
lte_819b,lte_819,%,0,100
lte_820a,lte_820,%,0,100
lte_820b,lte_820,%,0,100
lte_821a,lte_821,%,0,100
lte_821b,lte_821,%,0,100
lte_822a,lte_822,%,0,100
lte_822b,lte_822,%,0,100
lte_823a,lte_823,%,0,100
lte_823b,lte_823,%,0,100
lte_824a,lte_824,%,0,100
lte_824b,lte_824,%,0,100
lte_825a,lte_825,%,0,100
lte_825b,lte_825,%,0,100
lte_826a,lte_826,%,0,100
lte_826b,lte_826,%,0,100
lte_827a,lte_827,%,0,100
lte_827b,lte_827,%,0,100
lte_828a,lte_828,%,0,100
lte_828b,lte_828,%,0,100
lte_829a,lte_829,%,0,100
lte_829b,lte_829,%,0,100
lte_830a,lte_830,%,0,100
lte_830b,lte_830,%,0,100
lte_831a,lte_831,%,0,100
lte_831b,lte_831,%,0,100
lte_832a,lte_832,%,0,100
lte_832b,lte_832,%,0,100
lte_833a,lte_833,%,0,100
lte_833b,lte_833,%,0,100
lte_834a,lte_834,%,0,100
lte_834b,lte_834,%,0,100
lte_835a,lte_835,%,0,100
lte_835b,lte_835,%,0,100
lte_836a,lte_836,%,0,100
lte_836b,lte_836,%,0,100
lte_837a,lte_837,%,0,100
lte_837b,lte_837,%,0,100
lte_838a,lte_838,%,0,100
lte_838b,lte_838,%,0,100
lte_839a,lte_839,%,0,100
lte_839b,lte_839,%,0,100
lte_840a,lte_840,%,0,100
lte_840b,lte_840,%,0,100
lte_841a,lte_841,%,0,100
lte_841b,lte_841,%,0,100
lte_842a,lte_842,%,0,100
lte_842b,lte_842,%,0,100
lte_843a,lte_843,%,0,100
lte_843b,lte_843,%,0,100
lte_844a,lte_844,%,0,100
lte_844b,lte_844,%,0,100
lte_845a,lte_845,%,0,100
lte_845b,lte_845,%,0,100
lte_846a,lte_846,%,0,100
lte_846b,lte_846,%,0,100
lte_847a,lte_847,%,0,100
lte_847b,lte_847,%,0,100
lte_848a,lte_848,%,0,100
lte_848b,lte_848,%,0,100
lte_849a,lte_849,%,0,100
lte_849b,lte_849,%,0,100
lte_850a,lte_850,%,0,100
lte_850b,lte_850,%,0,100
lte_851a,lte_851,%,0,100
lte_851b,lte_851,%,0,100
lte_852a,lte_852,%,0,100
lte_852b,lte_852,%,0,100
lte_853a,lte_853,%,0,100
lte_853b,lte_853,%,0,100
lte_854a,lte_854,%,0,100
lte_854b,lte_854,%,0,100
lte_855a,lte_855,%,0,100
lte_855b,lte_855,%,0,100
lte_856a,lte_856,%,0,100
lte_856b,lte_856,%,0,100
lte_857a,lte_857,%,0,100
lte_857b,lte_857,%,0,100
lte_858a,lte_858,%,0,100
lte_858b,lte_858,%,0,100
lte_859a,lte_859,%,0,100
lte_859b,lte_859,%,0,100
lte_860a,lte_860,%,0,100
lte_860b,lte_860,%,0,100
lte_861a,lte_861,%,0,100
lte_861b,lte_861,%,0,100
lte_862a,lte_862,%,0,100
lte_862b,lte_862,%,0,100
lte_863a,lte_863,%,0,100
lte_863b,lte_863,%,0,100
lte_864a,lte_864,%,0,100
lte_864b,lte_864,%,0,100
lte_865a,lte_865,%,0,100
lte_865b,lte_865,%,0,100
lte_866a,lte_866,%,0,100
lte_866b,lte_866,%,0,100
lte_867a,lte_867,%,0,100
lte_867b,lte_867,%,0,100
lte_868a,lte_868,%,0,100
